단어,빈도
않았었나요,2
의왕시,2
대세잖아,2
뛰긴,2
화산섬,2
폭팔,2
비탈길,2
유례,2
거북선,2
석회암,2
태워가지고,2
다니셨네,2
지어가지고,2
올렸단,2
풀던,2
팔리긴,2
춥단,2
입어봤지,2
끊었고,2
드러나더라고요,2
떨거나,2
알리거나,2
탄압,2
뺑기,2
압존법,2
분입,2
촛불집회,2
끊기지,2
웃었는데,2
외웠는데,2
놀렸던,2
건만,2
달았다가,2
달면서,2
해보니까,2
입었잖아요,2
맞장구,2
겪었으면,2
비는데,2
끝내서,2
견생,2
만지거나,2
죽었고,2
구겨,2
갉아서,2
하셨다니까,2
풀지를,2
장본인,2
바랑,2
짓국,2
생선회,2
팥칼,2
발라내서,2
걷어내,2
되겠대,2
먹으는,2
잡혔던,2
살아야겠다고,2
녹으면,2
지키려면,2
야마가타,2
죽도,2
생길지도,2
약효,2
취중,2
가졌다면,2
죽으라고,2
쉬었잖아요,2
산데도,2
하였지만은,2
도메인,2
아키텍처,2
로직,2
쓰이면서,2
어후,2
말함,2
한실,2
쏠려서,2
잡아놨거든,2
재워놓고,2
다녔어서,2
열나면,2
쏠리는,2
백전,2
에르,2
핏감,2
아크네,2
보세에서,2
혜쭈님,2
들어있었던,2
올리시는데,2
떠보려고,2
산화,2
북극곰,2
육교,2
모란시장,2
내겠고,2
좁히기,2
물림,2
시키네,2
높아지,2
가무,2
돌풍,2
참아주고,2
카테고라,2
느낌이네요,2
쳐내는,2
덥석,2
떨어졌다면,2
떨어졌어도,2
바벨탑,2
층계,2
중세기,2
마리아,2
계릉,2
윈난성,2
가서든지,2
넓어졌다,2
열려있어,2
따라오라고,2
일어났었던,2
디뎌,2
말리면서,2
말리는데,2
디스커버리,2
나아갔을,2
반짝이도,2
신었었어,2
사들여서,2
맺어서,2
가셨다가,2
잡힌다면,2
달래면서,2
나셔서,2
없어졌고요,2
새김,2
올드스쿨,2
송민호,2
끊으면서,2
말되,2
끊다가,2
솎아내,2
갈아타기,2
차리면은,2
비하하거나,2
미뤄서,2
당겨야,2
늦으셨습니다,2
받아들여야지,2
물어보고는,2
철렁,2
흐트러,2
넘겨요,2
어르듯이,2
나았을,2
기억난다고,2
내려가겠다,2
다져진,2
보라보라,2
물값,2
살고요,2
올랐었는데,2
들어가네요,2
들어가시나요,2
사야죠,2
말주변,2
줘야겠다라는,2
활발해지고,2
챙겨주려고,2
토드,2
이겨내야,2
내분비,2
영상의학,2
담잖아요,2
그칠,2
찾아가기,2
선인장류,2
타락,2
키우셨었어요,2
옮겨놓고,2
심었더니,2
은행권,2
깼어요,2
낮아져,2
모으겠다는,2
식이더라고요,2
내렸습니다,2
아악,2
울상,2
요버,2
물리면서,2
코펠,2
외인구단,2
뛰어다녀,2
기다시피,2
렌고쿠,2
이미테이션,2
또봇,2
컸었거든요,2
하신가,2
배웅,2
볼래요,2
어긋나고,2
숨겨놓고,2
보냈는데도,2
늦고,2
찾더라고,2
사라졌다가,2
쓰냐고,2
중입,2
쟁의,2
사욕,2
감축,2
다다를,2
나아가지,2
내관,2
탐정물,2
이현,2
느끼지를,2
동식,2
난초,2
찾아본단,2
학령,2
프로파일링,2
짚어서,2
들어줬는데,2
억눌린,2
찔리고,2
이어졌고,2
찾아낼,2
트라고,2
기정,2
쑥갓,2
높여가는,2
입기에,2
물어보잖아,2
낳았다는,2
찾아가다,2
한양대,2
따진다면,2
하자거나,2
슈바,2
인학,2
복통,2
파타,2
챙겨가고,2
센도,2
나아야지,2
외국산,2
왕년,2
줄이자는,2
줄어든다는,2
닿아야,2
보배,2
끌레도르,2
노티드,2
칸예,2
했었던데,2
혼돈,2
명세서,2
먹잇감,2
냈다면,2
했다길래,2
되더니,2
받겠다고,2
줄면서,2
낳았으니,2
사라지겠지,2
길렀나,2
어울리잖아요,2
먹더니,2
시가지,2
종용,2
특등,2
로예,2
꿰맬,2
올라오더니,2
모여들더라고요,2
돌아가는지도,2
움직여라,2
경학,2
임업,2
싶었었던,2
가지셨는지,2
첼리스트,2
한판,2
벌이셔,2
펴라,2
놀랍네,2
과르디올라,2
타고나서,2
맡았고,2
내줘서,2
졌던,2
뛰었지만,2
하실지가,2
째진,2
쪼인,2
말래요,2
늙었나,2
바뀌어가는,2
모나미,2
묻으면은,2
싸우러,2
입었나,2
맞을진,2
돌아오거든요,2
않으셨나,2
박진,2
떨리,2
다투기도,2
보였습니다,2
탔었고,2
미관,2
시키고자,2
치우다,2
바닷,2
폭격기,2
인민군,2
냇물,2
망라,2
대계,2
들어오다가,2
먹고선,2
잿값,2
굴다리,2
타당성,2
찼다가,2
나오지는,2
상여,2
마쳤던,2
환경미화원,2
물빛,2
애들레이드,2
가져가셔서,2
다녀오셨는데,2
도드리,2
죽여도,2
건너가고,2
살았지마는,2
내다보면,2
준데도,2
적적,2
펼쳐졌을,2
부딪쳐서,2
싶은지는,2
쌓으면은,2
느꼈다면,2
맺음,2
살날,2
채운다,2
과팅해,2
여소,2
선착,2
친해지니까,2
생겼었지,2
남았냐,2
나타나겠지,2
꺼낼게,2
눌렸어,2
벌새,2
경허,2
늙을라,2
움직여주고,2
벗어나라,2
벗어나려면,2
벗어나지를,2
않으시겠지,2
김피탕,2
이벤,2
파파존스,2
에놀,2
겪으면은,2
부서지는,2
지국,2
외신,2
부천시,2
이천오백만,2
회서,2
갑니다마는,2
찾아야지,2
했습니다만,2
드렸습니다마는,2
말씀드렸습니다만,2
아시지마는,2
됐습니다마는,2
늙었다,2
본받아서,2
뺄려고,2
가지마,2
영장류,2
침팬지,2
꼬릿,2
받아서도,2
싶으시겠어요,2
길렀어요,2
많아지거나,2
씻으려고,2
어지럽혀,2
결막염,2
파상풍,2
감겨,2
아산병원,2
소문났어,2
들래,2
가려고는,2
뽑았을,2
먹었더라,2
빼먹는,2
참으면은,2
올라가더라도,2
시키지는,2
다담,2
휘저,2
재우는데,2
끓이기만,2
쿵쾅,2
돌리거든요,2
얼까,2
눌러도,2
심재덕,2
에마,2
잠가놨으니까,2
내려왔어요,2
밀려있고,2
하재,2
패러다임,2
늘려가는,2
높아진다고,2
어벙,2
뭉툭,2
찍어와,2
싸대기,2
덮어놓고,2
철철,2
성적표,2
얻어맞고,2
떨며,2
불러내서,2
던져주고,2
잡았었거든,2
순둥순둥해,2
쌍테,2
세워진다고,2
에이프릴,2
아꼈으니까,2
줄였어,2
감면,2
축의,2
날이긴,2
내밀었지만,2
끊겼던,2
친해진다고,2
시브,2
가냐에,2
밟은,2
가야지라고,2
콩깍지,2
이더라,2
들어갔을까,2
콜로세움,2
속세,2
하즈,2
해와,2
따라만,2
좋아지잖아요,2
덮인,2
땀나고,2
총포,2
기탄,2
입스,2
대북,2
교포,2
의탁,2
놀랐는지,2
아끼겠다고,2
내려지는,2
바꾸기로,2
스며들게,2
예기,2
물어보든,2
가버리,2
맨즈,2
싼마이,2
늦가을,2
다니라,2
이펙트,2
쥐라기,2
외한,2
아우르는,2
터지거나,2
몰렸을,2
열리자마자,2
아무무,2
애니팡,2
벌었었던,2
바이브,2
충청권,2
수생,2
친해지려,2
뒤집,2
많아지겠지만,2
닥친,2
그만두든지,2
키웠다는,2
알았고요,2
붙어있어도,2
샀을까,2
뒤지는,2
지내려면,2
고르실지,2
빌려오는,2
두둔,2
다수결,2
줄어들었던,2
도주,2
쓰러졌다고,2
치러도,2
잡수시는지,2
잡아가면,2
알아보겠다,2
받아들이더라고요,2
늘어요,2
박성웅,2
뒤탈,2
이효린,2
갖고만,2
수난,2
장소라,2
여왕벌,2
깔려있는,2
나가거든,2
믿었었어,2
막히네,2
터질까,2
삭히느라고,2
보냈냐,2
받느라고,2
주어졌고,2
붙였었어,2
도망갔어,2
깨금깨금,2
알거지,2
수협,2
넣었습니다,2
대긴,2
컬래버해,2
뽀짝,2
보여줬기,2
지든,2
쪼그라드는,2
뱅크시,2
열진,2
떴었잖아요,2
갖게끔,2
물림이,2
되듯이,2
남자아이가,2
시광,2
나도야,2
로운,2
남주에,2
끼치면서,2
들어오실,2
잠실도,2
더듬어,2
가봐야겠어요,2
일등,2
로댕,2
이부,2
좋아지실,2
택견,2
감쪽,2
잡아놨고,2
갔네요,2
손검,2
하스스톤,2
앱스토어,2
하프라이프,2
체킹,2
인칭,2
즐겜,2
났네요,2
똥글똥글해,2
낙인,2
지우게,2
거닐면서,2
벌리,2
씹기,2
삼키,2
들여다보면서,2
사기였던,2
흘러갈지는,2
알기에,2
늘었더라고요,2
퀴드,2
호롱불,2
부손,2
이었었지만,2
가책,2
끌어내서,2
다잡지,2
다잡고,2
나오신다,2
롤빵,2
몰에서도,2
따실,2
땄니,2
만들만,2
땄거든,2
융통성,2
묵상,2
맞았냐,2
생활자,2
부르기까지,2
만나든지,2
다저스,2
투순,2
무실점,2
하여가,2
잡아라,2
찍었,2
놓친다는,2
먹는다며,2
찾습니다,2
내어,2
늘어났다가,2
핵무기,2
개발도상국,2
해일,2
멈추잖아,2
아껴도,2
아끼,2
막지,2
세잖아,2
굶주리는,2
생기겠지만,2
잘사는데,2
멈춘다면은,2
밝히진,2
뜯기면서,2
했었다는,2
삼으려고,2
바삐,2
차린다고,2
행잉,2
승모,2
마무,2
끝내자라는,2
것임,2
수감,2
귀요미,2
하셨니,2
부렸는데,2
올라가길,2
걸었다라고,2
브리티시,2
쭈니,2
캣초딩,2
뭉텅이,2
로니,2
묻히면은,2
만드는지,2
서울구치소,2
당나라,2
교도,2
상급,2
마하,2
방위산업,2
벌어질까,2
글로벌화,2
자금난,2
얼어붙은,2
돌아선,2
짓든가,2
밟지,2
키르,2
둘러보기,2
후리,2
내가면,2
추종자,2
흥얼흥얼,2
가져다주기도,2
살았을까,2
끝냈어요,2
불성,2
순혈,2
하잖니,2
쓰였고,2
없애자고,2
과락,2
대자혁,2
다녀왔었어,2
떨리지,2
깃밥,2
감미료,2
줄인다든지,2
불다,2
않았으나,2
년생,2
어데,2
영양실조,2
이어져야,2
들이려면,2
성년,2
위세,2
챙겼나,2
진짜진짜,2
유수진,2
예천,2
내란,2
최고급,2
살았죠,2
돌려주는,2
들였던,2
이루다,2
올라갔었잖아요,2
독차지,2
맨트,2
구역질,2
만났었잖아,2
떨렸는데,2
떨어서,2
푸는데,2
울거나,2
로브,2
오공,2
눕시라는,2
눕시,2
미끄러지면서,2
바르려고,2
놓도록,2
거거,2
간짜장,2
우렸다,2
담그려,2
틀리지만,2
호신,2
의장,2
이간,2
총괄,2
배우기만,2
시켰더라,2
익히게,2
이루시겠네요,2
낳는다면은,2
마추픽추,2
아사도,2
워싱턴,2
로스앤젤레스,2
딜로,2
미니맵,2
라핀,2
솔랭,2
낮아지,2
영상편집,2
채웠으면,2
얻어먹었던,2
외우기도,2
들어오시면,2
열어야,2
연극제,2
쉽대,2
넘어갔고,2
일이칠,2
청량,2
이정하,2
꼬드겨,2
떴어,2
가까워지면은,2
올리니,2
올라오는지,2
차였는데,2
해드리겠다,2
입성,2
유수,2
해오다가,2
줘야지만,2
대까지만,2
살아간다,2
깨물어,2
데던,2
되느냐고,2
앉어,2
하려는데,2
자느니,2
몰르고,2
도와주시면,2
글램,2
옴브레,2
파입니다,2
뚫었었는데,2
탁법,2
유념,2
찍자고,2
돌더라고요,2
늦는다는,2
걸으시는,2
재정난,2
세스,2
포스팅,2
밑줄,2
가이드북,2
박의,2
알아볼게,2
이어진다고,2
강정,2
미뤘어,2
디제이,2
문특,2
디온,2
낭군,2
민시,2
민희진,2
투게더,2
나간대,2
적하,2
하냐의,2
여기거나,2
이어야만,2
오게끔,2
나서부터가,2
붙거나,2
틀렸는데,2
갔었었거든,2
시드머니,2
메종,2
입던데,2
되만,2
왔다면서,2
모르냐,2
맛보게,2
신장염,2
넓힐,2
없어지니깐,2
오래도,2
놀거든,2
던져도,2
도롯,2
들이거나,2
없어졌으니까,2
자라더라고,2
죽이시는,2
다가온다,2
남기게,2
가시기로,2
이러느라고,2
버벅거릴,2
소수만,2
내려가셔서,2
가꿔,2
보내네,2
되는가에,2
꿈이어,2
들려도,2
무너지거든요,2
꼬붕,2
김치부침개,2
소꿉친구,2
풀어진,2
넘어가니,2
끊겼는데,2
나갔었던,2
영재,2
해시,2
농어,2
따라갔어요,2
빌려다가,2
돌봐주고,2
섬망,2
투약,2
분이셨어,2
모시려고,2
마르세유,2
실크로드,2
새똥,2
타려,2
돌게끔,2
풀었,2
전한길,2
반타작,2
않든지,2
식물인간,2
난소,2
치밀,2
맞았더니,2
받으시라고,2
받으란,2
판서,2
구점,2
때일,2
잔다거나,2
들었다거나,2
옮겨가서,2
줄어든다면,2
메인쿤,2
앉혀,2
줄었고요,2
후벼,2
끝내거든요,2
않으셨다고,2
찾아보려면,2
경추,2
가여,2
날마,2
돋을,2
빠지잖아,2
할은,2
모르세요,2
먹는다니까,2
풀리잖아,2
먹으라는데,2
만났었거든,2
만나고자,2
들어가는지도,2
파라핀,2
틸라피아,2
재야,2
혼날까,2
뜯어다가,2
남는대,2
늙거나,2
페퍼로니,2
가시도,2
였는데도,2
불도그,2
밴가,2
갑상선암,2
걸리셨을,2
낮아지면서,2
핑퐁,2
흐를수록,2
고시생,2
않으시겠어요,2
놔뒀던,2
꺼내질,2
엎어지고,2
나타난다는,2
담다가,2
웃겼는지,2
스탠퍼드,2
구렁텅이,2
다니도록,2
보내신,2
되었었습니다,2
명확,2
늦는다고,2
나가야지라고,2
꾼다,2
늦었는지,2
지키게,2
이겨내고자,2
스윙스,2
혁오,2
듣고자,2
영업일,2
뿌리기,2
사야겠다라고,2
배운다든지,2
아담,2
유승우,2
지내셨어요,2
아토,2
청설모,2
였겠다,2
백양산,2
진대,2
도화도,2
걸어다니면,2
지치다,2
달렸던,2
가야겠어요,2
사신다니까,2
뇌물,2
퍼지지가,2
맞았었거든,2
추세였는데,2
순천향대,2
자연계,2
배부,2
쓰래,2
접었,2
남았,2
갈아타려고,2
알겠다면서,2
노아,2
봤었나요,2
벌겠지만,2
길드,2
도발,2
불조심,2
만대,2
하얏트,2
북악산,2
난지도,2
들렀는데,2
일러서,2
다녀오셨고,2
이상만,2
간데도,2
뽑는다면은,2
땄었던,2
숙고,2
지냈지만,2
안으면,2
쌓게,2
조표,2
도형,2
인복,2
늘려야겠다는,2
밀렸을,2
뛰어다니,2
어려워지,2
양희은,2
김민기,2
유행가,2
시조,2
고안,2
불다가,2
만져는,2
다루신다는,2
어려요,2
갖다가서,2
찍었고,2
넘겨주기,2
낮출,2
넘겼어,2
신북면,2
보살피는,2
갰더니,2
달렸어,2
특례시,2
보시겠습니까,2
하시겠다고,2
더더,2
넓혀주는,2
늦게라도,2
오리가,2
구조대,2
서있으면,2
사하고,2
퍼지다,2
문헌,2
다루는데,2
줄더라고요,2
찾고는,2
알아봤었거든요,2
감천,2
빌려줘,2
졸린,2
돌아다니지도,2
옹이,2
푸고,2
나뉘잖아,2
끊진,2
디자인학,2
골랐어요,2
부딪치지,2
주시거든,2
돌아가신다고,2
시상,2
밀어주셔서,2
모시잖아요,2
궤변,2
양립,2
어긋난,2
힘쓰기,2
오이김치,2
고추냉이,2
시킵니다,2
겹치기,2
둘이거든요,2
맞더라도,2
배워놓으면,2
정상화,2
됐었는데요,2
않아야겠다라고,2
날아갔는데,2
돌려주겠다,2
현찰,2
됐느,2
구식,2
헤스,2
지켜지고,2
받아들이지를,2
코발트,2
이키,2
치려,2
물어보길래,2
따라가는데,2
틀어지지,2
봐주면은,2
하잖냐,2
들어지게,2
잔해,2
참사,2
앙코르와트,2
시외버스,2
매복,2
자갈치시장,2
해목,2
현주엽,2
보내줄게,2
먹어줘야지,2
샀구나,2
배웠,2
들려주셔서,2
보내셨는데,2
하자니,2
나지가,2
끼웠을,2
늙어야,2
내려놨으면,2
맞습니까,2
받았는,2
붙였는데,2
주겠다는,2
늦었나,2
급훈,2
빠져나와서,2
올라오다가,2
쳐다봤는데,2
털모자,2
뺑글뺑글,2
스폰지밥,2
써야겠다고,2
올라가게끔,2
길다는,2
탕국,2
섞이는구나,2
느껴지지는,2
받았냐,2
싸웠거든요,2
통치,2
김민성,2
넥센,2
분일,2
앉으면서,2
몰랐단,2
계대,2
헌데,2
뿜뿜,2
트해,2
찮아서,2
풀더라고요,2
풀러,2
써지,2
버티려고,2
가시다가,2
노점,2
두건,2
쾌변,2
따라주지를,2
해왔습니다,2
받쳐줄,2
나답다라는,2
알아주셨으면,2
꽃꽂이,2
싶다고는,2
부슬부슬,2
안약,2
돌아가다가,2
부른다는,2
사촌누나,2
사보,2
일련번호,2
닫는데,2
윤형빈,2
틔어져,2
밝으니까,2
경사지게,2
식히고,2
탔잖아,2
갈진,2
뭐뭐뭐,2
먹여가면서,2
털면,2
알아주면,2
참지를,2
뒀는지,2
외워요,2
말아먹기,2
줄어들진,2
됐었어서,2
쉬었거든요,2
만났었어요,2
돌봐주는,2
막막,2
세우더라고요,2
불었던,2
놓아둬요,2
즐기자,2
웃긴다고,2
오느냐,2
무차익,2
화석,2
다투는데,2
중범죄,2
대대손손,2
피워도,2
되겠느냐고,2
알려지다,2
낳고의,2
달렸는데,2
설봉산,2
치료받으라,2
쉬어야지,2
걷잖아,2
나려고,2
나았나,2
몰아가는,2
잃어버렸잖아,2
타임스퀘어,2
보십니까,2
탐이,2
시키느니,2
민낯,2
끝나더라고요,2
바르지는,2
인후,2
던졌나,2
내렸,2
나아지겠지라고,2
읽는다든지,2
끓이거든요,2
먹어주셔서,2
날이었을,2
됐을까요,2
악장,2
기억나면,2
아주대,2
요실금,2
김형도,2
통지,2
힘내시고,2
대형화,2
맞서고,2
다잡아,2
부치면서,2
뒀었잖아,2
이뇨,2
알아보면은,2
걸어주면서,2
다가가는데,2
놀랍다는,2
반석,2
오천,2
기다린다고,2
이러려면은,2
모아야지,2
삼구,2
들어오니깐,2
나가면서도,2
어소,2
와썹,2
까먹었네요,2
주셨나,2
드셨네요,2
따려다가,2
꿈꿨었는데,2
치르면서,2
합반,2
따를게,2
보낼지,2
보내자는,2
보내자고,2
페바,2
락페,2
나눠주실,2
돌아다닙니다,2
그려줄,2
뭉그적,2
조제,2
수려,2
늙어가는구나,2
해야되,2
들여다보면,2
딸리는,2
병패,2
지으셔서,2
마시는데도,2
지라고도,2
솜틀,2
미룬,2
끝났지마는,2
봐야지요,2
짜셔서,2
짠다거나,2
볶으면서,2
징집,2
육해공군,2
다오,2
전투복,2
갈라지는데,2
메고서,2
주기율표,2
혼내주고,2
불러놓고,2
물어보기는,2
않겠네요,2
쳐내고,2
심해지지,2
터지는지,2
말리거든,2
잘라주세요,2
자르는데,2
잘라야지,2
뛰어놀다가,2
끌리고,2
똘똘해,2
다빈치,2
는이라는,2
메말라서,2
걸렸지,2
내려놓지는,2
꾸었던,2
마음먹었던,2
회보,2
정치학,2
들었다가,2
찾아야겠다라는,2
오부,2
뽕뜨락,2
코튼,2
남양유업,2
앙팡,2
생각난다고,2
입어봤자,2
말았잖아,2
터졌잖아,2
먹였고,2
봉상,2
주책,2
산자,2
올리려면은,2
차렸다,2
드렸다,2
핑거,2
나누실,2
일으키거나,2
꺼내주면,2
섞일,2
광각,2
군집,2
부가세,2
상법,2
총론,2
각론,2
갔거나,2
설화수,2
아끼고자,2
드러내지,2
아끼게,2
벌도,2
컨설팅받,2
하관,2
코덕,2
요철,2
돌아간다면은,2
기다리시는,2
받으래요,2
옛적,2
깨지더라고요,2
죽었잖아요,2
닿았다,2
죽었는지,2
울린다고,2
되살리고,2
이동진,2
생기신,2
빠졌었어요,2
나시는지,2
나이였지만,2
소꿉장난,2
청명산,2
챙겨주니까,2
달렸으니까,2
챙기니까,2
판검사,2
이뤘,2
잤음,2
씻기만,2
나아진다고,2
나타나잖아,2
밝거나,2
음독,2
훈독,2
버텼으면,2
안내사,2
달라진다거나,2
따르다가,2
깨뜨렸어,2
잠그는,2
끼우면,2
플랙,2
브랜들,2
토피,2
소프트아이스크림,2
다가가게,2
뒀다,2
조름하고,2
애틀랜타,2
쇼트트랙,2
연사,2
허허벌판,2
아우성,2
적진,2
한미,2
정조,2
친서방,2
에듀,2
염따,2
티저,2
들었었는데요,2
추세잖아요,2
노린,2
안일,2
따라주지가,2
가타카나,2
귀하,2
산수동,2
계림동,2
떨어졌,2
때리다가,2
고마,2
번뜩,2
주우면서,2
가르쳤을,2
드리거나,2
없어지더라,2
시켰었거든요,2
그만뒀으니까,2
접었어요,2
접고서,2
주고받,2
돼가면서,2
품번,2
밤쉘,2
조말,2
길빵,2
